"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","11/842","38/18870",5.2036525650233e-07,5.4468436746948e-05,4.17857213492096e-05,"EDN1/HBB/ASS1/SMAD3/KLF4/DDAH1/CLU/TICAM1/INSR/SOD2/PTGS2",11
"GO:0042326","GO:0042326","negative regulation of phosphorylation","36/842","327/18870",5.88114399329364e-07,6.03287750832062e-05,4.62815078882771e-05,"DKK1/CEACAM1/GPRC5A/SFN/BMP2/IGFBP3/DAB2IP/SORL1/PTPRB/OCLN/TRIB2/GPD1L/DEPTOR/PTPN13/LRP5/RGS14/SPRY1/PLPP3/PYCARD/GRB10/ERRFI1/CHP1/HEG1/PRKCD/SPRED2/SH3BP5/ZC3H12A/SOCS3/HEXIM1/SFRP1/PIK3CB/CDKN1C/WWTR1/HIPK3/LATS2/PPP2R5A",36
"GO:0006979","GO:0006979","response to oxidative stress","41/842","400/18870",6.6399920421127e-07,6.56590305090686e-05,5.03706387913717e-05,"SCGB1A1/EDN1/MET/HBB/HBA2/EGFR/PTPRK/GPX1/ERMP1/GPX3/DHCR24/GPX2/MGST1/PDLIM1/FOSL1/CPEB2/AQP1/ADAM9/MAP3K5/RBPMS/NCOA7/RGS14/PXN/STAT6/SOD2/FOXO1/MAPK13/PRKCD/EPAS1/OXR1/ZC3H12A/GGT7/SDC1/NET1/PLEKHA1/ALAD/GCH1/PTGS2/RRM2B/SP1/NUDT15",41
"GO:0001885","GO:0001885","endothelial cell development","14/842","64/18870",6.65679389056651e-07,6.56590305090686e-05,5.03706387913717e-05,"CLDN1/TJP2/MET/GPX1/COL27A1/CLDN5/PTPRS/STC1/F11R/HEG1/ICAM1/TJP1/IKBKB/PECAM1",14
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","11/842","39/18870",6.95731081241667e-07,6.73283908620474e-05,5.1651296557723e-05,"EDN1/HBB/ASS1/SMAD3/KLF4/DDAH1/CLU/TICAM1/INSR/SOD2/PTGS2",11
"GO:0007369","GO:0007369","gastrulation","26/842","197/18870",7.40994189948283e-07,7.03807259304582e-05,5.39929099810269e-05,"FGFR2/LAMB3/EPHA2/DKK1/ITGA2/ITGB4/SOX7/EYA2/SMAD3/WLS/TGFBR2/DUSP5/KLF4/ETS2/GJA1/LRP5/LMBRD1/MKKS/PLPP3/ITGA3/TGIF2/SFRP1/NPHP3/BMPR1A/BMPR2/TWSG1",26
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","31/842","262/18870",7.60203720186988e-07,7.0892452378892e-05,5.43854833695495e-05,"FGFR2/CDH3/DKK1/SOX7/FERMT1/EGFR/BMP2/MCC/YAP1/SOX9/DAB2IP/SMAD3/SNAI2/TPBG/LGR4/WLS/TCF7L2/KANK1/TLE2/CTNND1/TMEM88/FOXO1/CCDC88C/AMFR/CCNYL1/FZD6/SFRP1/NPHP3/WWTR1/IGFBP6/LATS2",31
"GO:0007435","GO:0007435","salivary gland morphogenesis","10/842","32/18870",7.81680532430696e-07,7.11539061942986e-05,5.45860589125382e-05,"FGFR2/NTN4/EGFR/TGM2/SEMA3C/SNAI2/NFIB/TGFB2/LAMA5/TWSG1",10
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","24/842","173/18870",7.90753100619033e-07,7.11539061942986e-05,5.45860589125382e-05,"DKK1/FERMT1/BMP2/MCC/SOX9/DAB2IP/SNAI2/TPBG/TCF7L2/MDFI/TLE2/CTNND1/TMEM88/TAX1BP3/GRB10/FOXO1/CCDC88C/AMFR/FZD6/SFRP1/NPHP3/WWTR1/IGFBP6/LATS2",24
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","34/842","304/18870",8.39153047636451e-07,7.4207172091851e-05,5.6928386425863e-05,"DKK1/CEACAM1/GPRC5A/SFN/BMP2/IGFBP3/DAB2IP/SORL1/PTPRB/OCLN/TRIB2/GPD1L/DEPTOR/PTPN13/LRP5/RGS14/SPRY1/PLPP3/PYCARD/ERRFI1/CHP1/HEG1/PRKCD/SPRED2/SH3BP5/ZC3H12A/SOCS3/HEXIM1/SFRP1/PIK3CB/CDKN1C/WWTR1/HIPK3/LATS2",34
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","42/842","419/18870",8.78248198653802e-07,7.63480510321246e-05,5.85707719280627e-05,"SCGB1A1/CEACAM1/ASS1/GATA3/NT5E/SELE/ERBB2/SDC4/JAM2/TNFRSF21/SHB/PLA2G2A/TGFBR2/KLF4/IL6ST/CCL2/F11R/SLC39A8/S100A9/LGALS3/PYCARD/ASCL2/CD47/EFNB1/DLG5/PPARA/ICAM1/ZC3H12A/SOCS6/CD74/BMI1/BCL10/HLA-DRA/EFNB2/HES1/HLA-DMA/HLA-DRB1/PECAM1/YES1/IRF1/TNFRSF14/TWSG1",42
"GO:0001890","GO:0001890","placenta development","22/842","151/18870",9.75526918030364e-07,8.04467023333021e-05,6.17150718457241e-05,"FGFR2/ITGB8/KRT19/SOX15/EGFR/MME/ADM/FOSL1/STC1/ZFP36L1/NOTCH2/MDFI/ASCL2/EPAS1/CTSB/SOCS3/GRHL2/HES1/CDKN1C/SPINT2/PTGS2/BMPR2",22
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","36/842","334/18870",9.77387978506411e-07,8.04467023333021e-05,6.17150718457241e-05,"ITGB6/ITGA2/GATA3/PTPRK/MME/MAP3K1/SCNN1A/YAP1/SOX9/CLN3/SNAI2/AQP1/ZFP36L1/TNFRSF10B/F11R/TNKS1BP1/PYCARD/CD40/CAB39/YBX3/CHP1/MAPK13/PRKCD/PIEZO1/FBP1/SFRP1/CRY1/NET1/DDB2/FAS/BCL10/SLC2A1/MYC/PTGS2/NMT2/IRF1",36
"GO:0104004","GO:0104004","cellular response to environmental stimulus","36/842","334/18870",9.77387978506411e-07,8.04467023333021e-05,6.17150718457241e-05,"ITGB6/ITGA2/GATA3/PTPRK/MME/MAP3K1/SCNN1A/YAP1/SOX9/CLN3/SNAI2/AQP1/ZFP36L1/TNFRSF10B/F11R/TNKS1BP1/PYCARD/CD40/CAB39/YBX3/CHP1/MAPK13/PRKCD/PIEZO1/FBP1/SFRP1/CRY1/NET1/DDB2/FAS/BCL10/SLC2A1/MYC/PTGS2/NMT2/IRF1",36
"GO:0044409","GO:0044409","entry into host","23/842","163/18870",9.88134577305133e-07,8.04467023333021e-05,6.17150718457241e-05,"ITGB6/EPHA2/CLDN1/ITGA2/EGFR/CAV2/CXADR/CXCL8/TRIM38/TRIM22/INSR/F11R/LDLR/ICAM1/PLSCR1/CTSB/VAMP8/GAS6/CD74/EFNB2/HLA-DRB1/IFITM1/TNFRSF14",23
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","21/842","140/18870",1.05440988465084e-06,8.42579461298369e-05,6.46388857237648e-05,"DKK1/FERMT1/BMP2/MCC/SOX9/DAB2IP/SNAI2/TPBG/TCF7L2/TLE2/CTNND1/TMEM88/FOXO1/CCDC88C/AMFR/FZD6/SFRP1/NPHP3/WWTR1/IGFBP6/LATS2",21
"GO:0003382","GO:0003382","epithelial cell morphogenesis","10/842","33/18870",1.07688264983212e-06,8.42579461298369e-05,6.46388857237648e-05,"MET/COL27A1/FRMD6/STC1/FLNB/CCDC88C/HEG1/GRHL2/SIPA1L3/SPINT2",10
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","24/842","176/18870",1.08423171077583e-06,8.42579461298369e-05,6.46388857237648e-05,"ANXA3/EDN1/ITGA2/MET/GATA3/SOX9/RIN2/DOCK5/TGFBR2/ADAM9/PLK2/CTSH/TGFB2/HBEGF/PLPP3/CD40/ITGA3/RREB1/ZC3H12A/DOCK1/PIK3CB/PTGS2/SP1/BMPR2",24
"GO:0033674","GO:0033674","positive regulation of kinase activity","36/842","337/18870",1.20850523476689e-06,9.251378133014e-05,7.09723891211097e-05,"LTF/FGFR2/EDN1/EPHA2/DKK1/MET/EGFR/ERBB3/TNFSF15/ERBB2/CCND1/DAB2IP/IRS1/FLT1/ROBO1/TGFBR2/ADAM9/MAP3K5/TNFRSF10B/CLU/EPHB4/RAD50/INSR/TGFB2/DDR1/CD40/EFNA1/RGCC/CAB39/PRKCD/GAS6/CD74/HLA-DRB1/RALB/ABI1/TAB2",36
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","13/842","58/18870",1.2397404990258e-06,9.35092502868137e-05,7.17360678848056e-05,"EDN1/HBB/ASS1/SMAD3/KLF4/DDAH1/CLU/TICAM1/INSR/SOD2/CD47/ZC3H12A/PTGS2",13
"GO:0043297","GO:0043297","apical junction assembly","15/842","77/18870",1.2963979994235e-06,9.63655846238132e-05,7.39273184110607e-05,"EPHA2/CLDN1/CLDN5/MARVELD3/OCLN/SNAI2/F11R/RAMP2/CLDN4/DLG5/GRHL2/TJP1/IKBKB/PECAM1/RHOC",15
"GO:1901342","GO:1901342","regulation of vasculature development","37/842","354/18870",1.45779540974446e-06,0.000105058105223948,8.05958270981555e-05,"ANXA3/EPHA2/CEACAM1/ITGB8/TSPAN12/CREB3L1/ERBB2/CLDN5/ECSCR/DAB2IP/ADM/CD34/AQP1/FLT1/CXCL8/TGFBR2/PLK2/KLF4/DDAH1/CTSH/TGFB2/RAMP2/ADAM10/CD40/EFNA1/RGCC/SLC12A2/C3/ZC3H12A/SEMA4A/SFRP1/F3/PIK3CB/SP100/TJP1/AGGF1/SP1",37
"GO:0007431","GO:0007431","salivary gland development","10/842","34/18870",1.46485748235548e-06,0.000105058105223948,8.05958270981555e-05,"FGFR2/NTN4/EGFR/TGM2/SEMA3C/SNAI2/NFIB/TGFB2/LAMA5/TWSG1",10
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","24/842","179/18870",1.4747872053274e-06,0.000105058105223948,8.05958270981555e-05,"CEACAM1/GPRC5A/SFN/BMP2/DAB2IP/SORL1/PTPRB/TRIB2/DEPTOR/LRP5/RGS14/SPRY1/PYCARD/ERRFI1/CHP1/HEG1/PRKCD/SH3BP5/HEXIM1/PIK3CB/CDKN1C/WWTR1/HIPK3/LATS2",24
"GO:0060485","GO:0060485","mesenchyme development","35/842","327/18870",1.62132501913439e-06,0.000113914740043018,8.7390236791988e-05,"FGFR2/EDN1/DKK1/GATA3/ERBB3/BMP2/YAP1/SEMA3C/SEMA4B/SOX9/DAB2IP/SMAD3/SNAI2/ROBO1/ZFP36L1/TGFBR2/TCF7L2/SEMA3F/BCL9L/TGFB2/SPRY1/TGFBR3/EFNA1/RGCC/EFNB1/DLG5/SPRED2/SEMA4A/SFRP1/LAMA5/HES1/WWTR1/BMPR1A/MYC/BMPR2",35
"GO:0033673","GO:0033673","negative regulation of kinase activity","25/842","193/18870",1.70758892308995e-06,0.000116777854679968,8.95866888577277e-05,"CEACAM1/GPRC5A/SFN/BMP2/DAB2IP/SORL1/PTPRB/TRIB2/DEPTOR/LRP5/RGS14/SPRY1/PYCARD/ERRFI1/CHP1/HEG1/PRKCD/SH3BP5/HEXIM1/PIK3CB/CDKN1C/WWTR1/HIPK3/LATS2/PPP2R5A",25
"GO:0046718","GO:0046718","viral entry into host cell","22/842","156/18870",1.70761144492057e-06,0.000116777854679968,8.95866888577277e-05,"ITGB6/EPHA2/CLDN1/ITGA2/EGFR/CAV2/CXADR/TRIM38/TRIM22/INSR/F11R/LDLR/ICAM1/PLSCR1/CTSB/VAMP8/GAS6/CD74/EFNB2/HLA-DRB1/IFITM1/TNFRSF14",22
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","13/842","60/18870",1.86898973606434e-06,0.000126132215214132,9.67629312106442e-05,"EDN1/HBB/ASS1/SMAD3/KLF4/DDAH1/CLU/TICAM1/INSR/SOD2/CD47/ZC3H12A/PTGS2",13
"GO:0071347","GO:0071347","cellular response to interleukin-1","18/842","111/18870",1.95577913276183e-06,0.000130275210025136,9.99412494636191e-05,"EDN1/CCL3L3/CX3CL1/SOX9/DAB2IP/CXCL8/CCL2/GBP1/PYCARD/CD40/CD47/MAPK13/GBP3/ZC3H12A/SFRP1/HES1/IKBKB/GBP2",18
"GO:1902893","GO:1902893","regulation of miRNA transcription","14/842","70/18870",2.09602509244777e-06,0.000137403533714609,0.000105409777021315,"EGFR/KLF5/GATA3/BMP2/SOX9/SMAD3/FOSL1/NFIB/KLF4/TGFB2/PPARA/NFATC3/BMPR1A/MYC",14
"GO:0045598","GO:0045598","regulation of fat cell differentiation","21/842","146/18870",2.1163733989967e-06,0.000137403533714609,0.000105409777021315,"KLF5/BMP2/YAP1/SMAD3/SNAI2/TRIB2/ADIRF/ZFP36L1/CDS1/JDP2/LRP5/SOD2/FOXO1/RREB1/RORC/ZC3H12A/SFRP1/HES1/MEX3C/WWTR1/PTGS2",21
"GO:0072659","GO:0072659","protein localization to plasma membrane","32/842","290/18870",2.34914651949229e-06,0.000150609656230949,0.000115540916971871,"EPHA2/EGFR/TSPAN15/AGR2/RAMP3/CLN3/SORL1/CDH1/TPBG/PLEKHF1/ZDHHC2/GBP1/EHD4/ATP1B1/F11R/ANK3/RAMP2/LGALS3/TMEM88/CRB3/ITGA3/RAB40B/VAMP8/GAS6/RAB3D/LAMA5/PRKCI/ZDHHC7/LDLRAP1/IKBKB/TSPAN14/PPP2R5A",32
"GO:0051960","GO:0051960","regulation of nervous system development","44/842","466/18870",2.41916894039456e-06,0.000153184166608441,0.000117515964901818,"FLRT3/EFNA5/DKK1/CX3CL1/TGM2/BMP2/MME/YAP1/CRABP2/CLCF1/JAM2/SEMA3C/TNFRSF21/RARG/SEMA4B/SORL1/PTPRS/PER2/CDH1/TPBG/ANXA2/ROBO1/PTPN13/PLXNB1/NPTN/IL6ST/SEMA3F/RGS14/LDLR/ASCL2/PLXNB2/AGRN/DLG5/CLSTN3/BHLHE41/SEMA4A/HES1/NPHP3/PRKCI/BMPR1A/TMEM98/DIP2B/EEF2K/BMPR2",44
"GO:0016049","GO:0016049","cell growth","46/842","497/18870",2.46337498758016e-06,0.0001540811013573,0.000118204052677466,"SCGB3A1/KRT17/EDN1/FLRT3/EFNA5/CEACAM1/SFN/EGFR/ERBB2/IGFBP3/YAP1/CRABP2/SEMA3C/RARG/SEMA4B/EGLN2/SOX9/PTPRS/CDH1/SMAD3/SORBS2/TGFBR2/RAPH1/SEMA3F/GJA1/TGFB2/SLC44A4/DDR1/SERTAD3/HBEGF/ADAM10/S100A9/CLSTN3/PPARA/MEG3/FBP1/CXCL16/SEMA4A/SFRP1/NET1/MEX3C/CTTN/CHPT1/CAMK2D/DIP2B/BMPR2",46
"GO:0061614","GO:0061614","miRNA transcription","14/842","71/18870",2.50485445127063e-06,0.000154787933500808,0.000118746302331638,"EGFR/KLF5/GATA3/BMP2/SOX9/SMAD3/FOSL1/NFIB/KLF4/TGFB2/PPARA/NFATC3/BMPR1A/MYC",14
"GO:0031400","GO:0031400","negative regulation of protein modification process","42/842","437/18870",2.61196964369771e-06,0.000159485622649114,0.000122350156994261,"DKK1/CEACAM1/GPRC5A/SFN/BMP2/IGFBP3/PPP1R1B/DAB2IP/SORL1/PER2/PTPRB/OCLN/TRIB2/GPD1L/DEPTOR/PTPN13/NCOA7/LRP5/RGS14/SPRY1/LGALS3/PLPP3/PYCARD/ERRFI1/CHP1/HEG1/PRKCD/OXR1/SWAP70/SPRED2/SH3BP5/ZC3H12A/SOCS3/HEXIM1/SFRP1/CRY1/PIK3CB/CDKN1C/WWTR1/HIPK3/LATS2/IKBKB",42
"GO:0045765","GO:0045765","regulation of angiogenesis","36/842","349/18870",2.73801075474117e-06,0.000165214790130205,0.000126745315185418,"ANXA3/EPHA2/CEACAM1/ITGB8/TSPAN12/CREB3L1/ERBB2/CLDN5/ECSCR/DAB2IP/ADM/CD34/AQP1/FLT1/CXCL8/TGFBR2/PLK2/KLF4/DDAH1/CTSH/TGFB2/RAMP2/CD40/EFNA1/RGCC/SLC12A2/C3/ZC3H12A/SEMA4A/SFRP1/F3/PIK3CB/SP100/TJP1/AGGF1/SP1",36
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","40/842","410/18870",3.1270771291354e-06,0.000186497425527156,0.000143072390559463,"ITGB6/DKK1/ITGB8/FERMT1/PTPRK/BMP2/CRIM1/CLDN5/NCEH1/SORL1/NFIA/SMAD3/SLC2A10/CAV2/TGFBR2/ADAM9/RBPMS/NOTCH2/RUNX2/BCL9L/TGFB2/PXN/SPRY1/TGFBR3/ITGA3/PPARA/SPRED2/TGIF2/GAS6/SFRP1/RGMB/HES1/CDKN1C/WWTR1/LATS2/BMPR1A/TOB1/ID1/BMPR2/TWSG1",40
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","14/842","73/18870",3.54139415963036e-06,0.000206301175585209,0.000158264931983768,"EDN1/HBB/ASS1/SMAD3/KLF4/DDAH1/CLU/TICAM1/INSR/SOD2/CD47/ZC3H12A/GCH1/PTGS2",14
"GO:1990778","GO:1990778","protein localization to cell periphery","36/842","353/18870",3.55796865648787e-06,0.000206301175585209,0.000158264931983768,"EPHA2/EGFR/TSPAN15/AGR2/ERBB2/RAMP3/CLN3/SORL1/CDH1/TPBG/PLEKHF1/ZDHHC2/GBP1/EHD4/ATP1B1/F11R/ANK3/RAMP2/ADAM10/LGALS3/TMEM88/CRB3/ITGA3/RAB40B/MISP/IQSEC2/VAMP8/GAS6/RAB3D/LAMA5/PRKCI/ZDHHC7/LDLRAP1/IKBKB/TSPAN14/PPP2R5A",36
"GO:0060541","GO:0060541","respiratory system development","26/842","214/18870",3.57980203296619e-06,0.000206301175585209,0.000158264931983768,"ITGB6/FGFR2/ASS1/BMP2/MME/AGR2/YAP1/RARG/SOX9/NFIB/ALDH1A3/TGFBR2/CTSH/SPRY1/THRB/ERRFI1/ITGA3/HEG1/DLG5/EPAS1/GRHL2/LAMA5/HES1/NPHP3/BMPR1A/BMPR2",26
"GO:0035148","GO:0035148","tube formation","21/842","151/18870",3.66500180579768e-06,0.000208864380688181,0.000160231307018383,"FGFR2/TGM2/GATA3/SDC4/IFT172/RARG/SOX9/DAB2IP/ADM/NFIB/IRX3/TGFB2/PLXNB2/PODXL/FZD6/GRHL2/SFRP1/BCL10/HS2ST1/NPHP3/SPINT2",21
"GO:0003018","GO:0003018","vascular process in circulatory system","30/842","269/18870",3.89073759139737e-06,0.000219292231937111,0.000168231082899287,"EDN1/TJP2/SLC4A4/CEACAM1/HBB/GPX1/LEPR/C2CD4B/CLDN5/SLC7A8/DOCK5/PER2/OCLN/ADM/SLC2A10/ADD3/DDAH1/PLVAP/INSR/RAMP2/MKKS/SOD2/SLC27A1/SLC12A2/SLC2A1/GCH1/PTGS2/TJP1/YES1/BMPR2",30
"GO:0098773","GO:0098773","skin epidermis development","19/842","128/18870",3.99057390914201e-06,0.000222474495434667,0.000170672371537446,"FGFR2/KRT17/CDH3/CLDN1/DKK1/MET/FERMT1/SFN/EGFR/SOX9/LGR4/KLF4/LDB2/TGFB2/GRHL1/CLDN4/FZD6/LAMA5/UGCG",19
"GO:0070555","GO:0070555","response to interleukin-1","20/842","140/18870",4.09399691005405e-06,0.000225786130663088,0.000173212908316718,"EDN1/CCL3L3/CX3CL1/SELE/SOX9/DAB2IP/CXCL8/CCL2/GBP1/PYCARD/CD40/CD47/MAPK13/GBP3/ZC3H12A/SFRP1/HES1/PRKCI/IKBKB/GBP2",20
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","31/842","285/18870",4.5356243060496e-06,0.000247481032614132,0.000189856255946399,"LTF/EDN1/DKK1/EGFR/BMP2/ERBB2/CCND1/DAB2IP/SORL1/TRIB2/FLT1/ROBO1/ADAM9/MAP3K5/INSR/LRP5/RGS14/SPRY1/PYCARD/CD40/RGCC/CCNG2/CAB39/HEG1/PRKCD/HEXIM1/PIK3CB/CDKN1C/HIPK3/RALB/LATS2",31
"GO:0001707","GO:0001707","mesoderm formation","14/842","75/18870",4.94331071406453e-06,0.000266886743709863,0.000204743439880035,"FGFR2/EPHA2/DKK1/ITGA2/ITGB4/EYA2/SMAD3/WLS/KLF4/GJA1/ITGA3/BMPR1A/BMPR2/TWSG1",14
"GO:0009913","GO:0009913","epidermal cell differentiation","28/842","245/18870",5.07707771820788e-06,0.000271253454340502,0.000208093382792336,"KRT5/KRT14/KRT7/KRT17/EPHA2/CDH3/PPL/CSTA/SFN/AQP3/EXPH5/IRF6/YAP1/SULT2B1/ZFP36L1/ADAM9/CNFN/KLF4/SLC44A4/GRHL1/ERRFI1/FLNB/TRIOBP/GRHL2/MAFF/HES1/UGCG/LATS2",28
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","11/842","47/18870",5.21361789929674e-06,0.000274173117342359,0.000210333216206245,"FGFR2/CDH3/SFN/PTPRK/IRF6/YAP1/IFT172/SNAI2/ZFP36L1/NOTCH2/EFNB2",11
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","31/842","287/18870",5.23863628378849e-06,0.000274173117342359,0.000210333216206245,"ITGB6/FGFR2/EDN1/CLDN1/ITGB8/FERMT1/PTPRK/BMP2/CLDN5/SOX9/SMAD3/SLC2A10/CAV2/ZFP36L1/TGFBR2/ADAM9/BCL9L/TGFB2/PXN/SPRY1/TGFBR3/ITGA3/PPARA/SPRED2/SFRP1/CDKN1C/LATS2/BMPR1A/ID1/YES1/TWSG1",31
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","15/842","86/18870",5.50643109794282e-06,0.000285277627286351,0.00021885209403626,"EGFR/KLF5/GATA3/BMP2/SOX9/SMAD3/FOSL1/NFIB/KLF4/TGFB2/PPARA/ZC3H12A/NFATC3/BMPR1A/MYC",15
"GO:0034341","GO:0034341","response to type II interferon","20/842","143/18870",5.69106902267388e-06,0.000291894930172943,0.000223928589544789,"EDN1/CLDN1/CCL3L3/ASS1/CX3CL1/CCL2/GBP1/CD40/IFNGR1/CD47/CDC42EP4/FLNB/GBP3/CXCL16/CD74/SP100/GCH1/IFITM1/GBP2/IRF1",20
"GO:0007219","GO:0007219","Notch signaling pathway","23/842","181/18870",6.08995271914835e-06,0.000307992262397479,0.00023627773482915,"KRT19/BMP2/TSPAN15/YAP1/IFT172/SOX9/SNAI2/ROBO1/SORBS2/TGFBR2/NOTCH2/IL6ST/TGFB2/PERP/ADAM10/SLC35C1/CDK6/MAML2/HES1/PRKCI/ANXA4/TSPAN14/ARRDC1",23
"GO:0072009","GO:0072009","nephron epithelium development","18/842","120/18870",6.12501672149403e-06,0.000307992262397479,0.00023627773482915,"TACSTD2/GATA3/BMP2/YAP1/PBX1/SOX9/LGR4/CD34/AQP1/IRX3/NOTCH2/PODXL/LAMA5/HS2ST1/HES1/WWTR1/MYC/PECAM1",18
"GO:0048568","GO:0048568","embryonic organ development","42/842","453/18870",6.44146532182449e-06,0.000320759957627551,0.000246072533193459,"FGFR2/EDN1/EPHA2/KRT19/SOX15/EGFR/GATA3/COL27A1/YAP1/IFT172/RARG/PBX1/TEAD3/SOX9/SMAD3/ADM/PPP1R13L/CXCL8/ZFP36L1/ALDH1A3/TGFBR2/NOTCH2/RUNX2/TFAP2A/MDFI/TGFB2/SLC44A4/MKKS/EFNA1/ASCL2/EPAS1/FZD6/SOCS3/TRIOBP/GRHL2/BMI1/HES1/CDKN1C/NPHP3/BMPR1A/SPINT2/NDST1",42
"GO:0001657","GO:0001657","ureteric bud development","16/842","98/18870",6.57241286676579e-06,0.000324133707631171,0.000248660721619135,"FGFR2/TACSTD2/GATA3/BMP2/SDC4/PBX1/SOX9/SMAD3/LGR4/SPRY1/SDC1/SFRP1/LAMA5/HS2ST1/HES1/MYC",16
"GO:0048332","GO:0048332","mesoderm morphogenesis","14/842","77/18870",6.81769011418526e-06,0.00033302792948244,0.000255483966384206,"FGFR2/EPHA2/DKK1/ITGA2/ITGB4/EYA2/SMAD3/WLS/KLF4/GJA1/ITGA3/BMPR1A/BMPR2/TWSG1",14
"GO:0061041","GO:0061041","regulation of wound healing","19/842","133/18870",7.083903938801e-06,0.00034276738964255,0.000262955639754103,"EDN1/CLDN1/CEACAM1/FERMT1/SMAD3/OCLN/PLAU/ANXA2/KANK1/PLAT/HBEGF/CLDN4/SLC12A2/RREB1/PRKCD/CD9/TNFRSF12A/THBD/F3",19
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","24/842","196/18870",7.34317857294009e-06,0.000351992176641213,0.000270032479150517,"LTF/CX3CL1/TNFSF10/LURAP1L/ZDHHC13/WLS/PLK2/TNFRSF10B/TRIM38/TRIM22/TICAM1/APOL3/GJA1/CD40/S100A13/CD74/TIFA/BCL10/NDFIP2/TSPAN6/HLA-DRB1/TAB2/IKBKB/RHOC",24
"GO:0072163","GO:0072163","mesonephric epithelium development","16/842","99/18870",7.51962092744027e-06,0.000353836107677442,0.000271447059650137,"FGFR2/TACSTD2/GATA3/BMP2/SDC4/PBX1/SOX9/SMAD3/LGR4/SPRY1/SDC1/SFRP1/LAMA5/HS2ST1/HES1/MYC",16
"GO:0072164","GO:0072164","mesonephric tubule development","16/842","99/18870",7.51962092744027e-06,0.000353836107677442,0.000271447059650137,"FGFR2/TACSTD2/GATA3/BMP2/SDC4/PBX1/SOX9/SMAD3/LGR4/SPRY1/SDC1/SFRP1/LAMA5/HS2ST1/HES1/MYC",16
"GO:0019058","GO:0019058","viral life cycle","33/842","321/18870",7.59330133427751e-06,0.000354054932213721,0.00027161493193808,"LTF/ITGB6/SLPI/EPHA2/CLDN1/ITGA2/EGFR/NFIA/CAV2/CXADR/CXCL8/CCL2/TRIM38/TRIM22/INSR/F11R/LDLR/ICAM1/PLSCR1/CTSB/ZC3H12A/VAMP8/GAS6/CD74/MX1/EFNB2/APOBEC3C/TMEM41B/HLA-DRB1/NMT2/IFITM1/STOM/TNFRSF14",33
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","22/842","171/18870",7.88633120415622e-06,0.000361640997348894,0.000277434618031661,"CEACAM1/SFN/GATA3/BMP2/AQP3/YAP1/CLDN5/SOX9/CCND1/SULT2B1/ZFP36L1/F11R/SPRY1/GRHL1/ERRFI1/SPRED2/GRHL2/MAFF/HES1/CDKN1C/WWTR1/IKBKB",22
"GO:0046209","GO:0046209","nitric oxide metabolic process","14/842","78/18870",7.97225911908715e-06,0.000361640997348894,0.000277434618031661,"EDN1/HBB/ASS1/SMAD3/KLF4/DDAH1/CLU/TICAM1/INSR/SOD2/CD47/ZC3H12A/GCH1/PTGS2",14
"GO:0071559","GO:0071559","response to transforming growth factor beta","31/842","293/18870",7.99174408209418e-06,0.000361640997348894,0.000277434618031661,"ITGB6/FGFR2/EDN1/CLDN1/ITGB8/FERMT1/PTPRK/BMP2/CLDN5/SOX9/SMAD3/SLC2A10/CAV2/ZFP36L1/TGFBR2/ADAM9/BCL9L/TGFB2/PXN/SPRY1/TGFBR3/ITGA3/PPARA/SPRED2/SFRP1/CDKN1C/LATS2/BMPR1A/ID1/YES1/TWSG1",31
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","11/842","49/18870",8.03803347587716e-06,0.000361640997348894,0.000277434618031661,"EPHA2/MUC1/FERMT1/SNAI2/PLAU/ADAM9/TGFB2/EFNA1/PIEZO1/PODXL/SWAP70",11
"GO:0051701","GO:0051701","biological process involved in interaction with host","25/842","211/18870",8.56302002358275e-06,0.000381910693051791,0.000292984611882401,"LTF/ITGB6/EPHA2/CLDN1/ITGA2/EGFR/CAV2/CXADR/CXCL8/TRIM38/TRIM22/INSR/F11R/LDLR/PPARA/ICAM1/PLSCR1/CTSB/VAMP8/GAS6/CD74/EFNB2/HLA-DRB1/IFITM1/TNFRSF14",25
