"CpG","sample_id","Beta_value","sample_type","group","chr","pos","UCSC_RefGene_Name","UCSC_RefGene_Group","Position","Gene_Region","Label.x","Label.y"
"cg27056119","TCGA-Y6-A9XI-01",0.3997,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7752-11",0.5433,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-SU-A7E7-01",0.4073,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6342-11",0.3436,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-8265-01",0.6077,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5737-01",0.7444,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6338-01",0.8086,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A7AV-01",0.411,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7218-01",0.6353,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-YL-A8SC-01",0.4486,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-XK-AAJR-01",0.4469,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-2A-AAYF-01",0.7677,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A8X3-01",0.4839,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A6DY-01",0.6189,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-M7-A71Z-01",0.7753,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7123-11",0.1,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6363-11",0.3549,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A8I8-01",0.5353,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KC-A4BV-01",0.5689,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6332-11",0.017,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5750-01",0.6303,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9ND-01",0.5819,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A65B-01",0.361,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-QU-A6IO-01",0.5609,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-5503-01",0.0463,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9LU-01",0.1741,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-8469-01",0.7742,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-XJ-A83H-01",0.4966,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7315-01",0.5142,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A8QY-01",0.3775,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-YL-A8SP-01",0.7556,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5791-01",0.5898,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A9OY-01",0.3769,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KC-A4BO-01",0.0229,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-A76X-01",0.7553,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-YL-A8SO-01",0.4597,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A8IF-01",0.8982,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A7NK-01",0.0763,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9L4-01",0.337,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-5522-01",0.2309,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7747-01",0.0969,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7125-11",0.3991,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9M4-01",0.4876,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A65D-01",0.9536,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-A4ZV-01",0.5979,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-A9S0-01",0.3456,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-5506-01",0.1535,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A7AP-01",0.7643,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-VP-A87D-01",0.2791,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-TP-A8TT-01",0.3883,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A8II-01",0.875,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A9Z9-01",0.4962,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9LS-01",0.3257,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7232-01",0.5059,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A8FO-01",0.2151,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J9-A52B-01",0.5397,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5767-01",0.7342,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J4-AATV-01",0.3514,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7081-01",0.4221,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5743-01",0.027,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A9OH-01",0.3196,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5752-01",0.65,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-VP-A87H-01",0.3976,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-7521-01",0.5051,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-YL-A8HO-01",0.347,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-YL-A9WK-01",0.3849,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J4-A83M-01",0.5808,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-VP-A878-01",0.3148,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5766-11",0.0501,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7736-01",0.461,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6385-01",0.3635,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-VN-A88N-01",0.4289,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7745-01",0.3655,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7078-01",0.636,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-FC-A5OB-01",0.8004,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6379-01",0.4069,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-QU-A6IP-01",0.4038,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J4-AATZ-01",0.6497,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A9O9-01",0.3225,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A9OL-01",0.5328,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-7210-01",0.4371,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A8I7-01",0.178,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7791-01",0.4059,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5762-01",0.3822,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-5527-01",0.3656,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A8IC-01",0.1386,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6356-01",0.4016,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J9-A52D-01",0.929,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7788-01",0.5949,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9LB-01",0.5262,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J9-A8CN-01",0.7818,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9L1-01",0.7093,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6333-01",0.4782,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-VP-A875-01",0.9315,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-8468-01",0.5985,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-5495-01",0.3793,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-H9-A6BX-01",0.2286,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A59Y-01",0.7168,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A8WN-01",0.2833,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KK-A7B1-01",0.4411,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6362-11",0.6539,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6364-11",0.3666,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-A631-01",0.8541,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-YL-A8SA-01",0.6967,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-8262-01",0.6057,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-CH-5765-11",0.3219,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KC-A7FD-01",0.7185,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HI-7170-01",0.4835,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J4-A67L-01",0.4782,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-V1-A9O7-01",0.3016,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-A6AS-01",0.4399,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7784-01",0.7087,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7331-11",0.4429,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-KC-A7F3-01",0.5041,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6494-11",0.1779,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-HC-8256-01",0.6209,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-J4-A83I-01",0.6597,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6373-01",0.5824,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7794-11",0.0342,"Solid Tissue Normal","Normal","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-G9-6371-01",0.5712,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-XQ-A8TA-01",0.8024,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-5498-01",0.0763,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-7328-01",0.3859,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A46D-01",0.1873,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-ZG-A9L9-01",0.2646,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-YL-A8SI-01",0.447,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-M7-A724-01",0.9136,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-VN-A88K-01",0.6082,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
"cg27056119","TCGA-EJ-A8FP-01",0.0691,"Primary Tumor","Tumor","chr6",2842239,"SERPINB1","TSS200","chr6:2842239","Promoter","CpG-1 (chr6:2842239)","CpG-1 (chr6:2842239)"
