"CpG","sample_id","Beta_value"
"cg12586150","TCGA-CH-5769-01",0.8199
"cg12586150","TCGA-CH-5771-01",0.8273
"cg12586150","TCGA-CH-5772-01",0.9117
"cg12586150","TCGA-CH-5788-01",0.8275
"cg12586150","TCGA-CH-5789-01",0.8468
"cg12586150","TCGA-CH-5790-01",0.9082
"cg12586150","TCGA-CH-5791-01",0.8958
"cg12586150","TCGA-CH-5792-01",0.825
"cg12586150","TCGA-CH-5794-01",0.9058
"cg12586150","TCGA-EJ-5494-01",0.8693
"cg12586150","TCGA-EJ-5495-01",0.8225
"cg12586150","TCGA-EJ-5496-01",0.8774
"cg12586150","TCGA-EJ-5497-01",0.8671
"cg12586150","TCGA-EJ-5498-01",0.7876
"cg12586150","TCGA-EJ-5499-01",0.8618
"cg12586150","TCGA-EJ-5501-01",0.8331
"cg12586150","TCGA-EJ-5502-01",0.8027
"cg12586150","TCGA-EJ-5503-01",0.7471
"cg12586150","TCGA-EJ-5504-01",0.8608
"cg12586150","TCGA-EJ-5505-01",0.8658
"cg12586150","TCGA-EJ-5506-01",0.7786
"cg12586150","TCGA-EJ-5507-01",0.8485
"cg12586150","TCGA-EJ-5508-01",0.8609
"cg12586150","TCGA-EJ-5509-01",0.829
"cg12586150","TCGA-EJ-5510-01",0.841
"cg12586150","TCGA-EJ-5511-01",0.8411
"cg12586150","TCGA-EJ-5512-01",0.844
"cg12586150","TCGA-EJ-5514-01",0.6852
"cg12586150","TCGA-EJ-5515-01",0.8074
"cg12586150","TCGA-EJ-5516-01",0.7963
"cg12586150","TCGA-EJ-5517-01",0.8283
"cg12586150","TCGA-EJ-5518-01",0.8165
"cg12586150","TCGA-EJ-5519-01",0.9031
"cg12586150","TCGA-EJ-5521-01",0.829
"cg12586150","TCGA-EJ-5522-01",0.8442
"cg12586150","TCGA-EJ-5524-01",0.8541
"cg12586150","TCGA-EJ-5525-01",0.8175
"cg12586150","TCGA-EJ-5526-01",0.8861
"cg12586150","TCGA-EJ-5527-01",0.8432
"cg12586150","TCGA-EJ-5530-01",0.9202
"cg12586150","TCGA-EJ-5531-01",0.7694
"cg12586150","TCGA-EJ-5532-01",0.8823
"cg12586150","TCGA-EJ-5542-01",0.8696
"cg12586150","TCGA-EJ-7115-01",0.9102
"cg12586150","TCGA-EJ-7123-01",0.9126
"cg12586150","TCGA-EJ-7125-01",0.7961
"cg12586150","TCGA-EJ-7218-01",0.8414
"cg12586150","TCGA-EJ-7312-01",0.8939
"cg12586150","TCGA-EJ-7314-01",0.9423
"cg12586150","TCGA-EJ-7315-01",0.8647
"cg12586150","TCGA-EJ-7317-01",0.8792
"cg12586150","TCGA-EJ-7318-01",0.8816
"cg12586150","TCGA-EJ-7321-01",0.9078
"cg12586150","TCGA-EJ-7325-01",0.9329
"cg12586150","TCGA-EJ-7327-01",0.8878
"cg12586150","TCGA-EJ-7328-01",0.906
"cg12586150","TCGA-EJ-7330-01",0.8013
"cg12586150","TCGA-EJ-7331-01",0.8416
"cg12586150","TCGA-EJ-7781-01",0.8287
"cg12586150","TCGA-EJ-7782-01",0.8842
"cg12586150","TCGA-EJ-7783-01",0.8087
"cg12586150","TCGA-EJ-7784-01",0.9329
"cg12586150","TCGA-EJ-7785-01",0.7695
"cg12586150","TCGA-EJ-7786-01",0.8166
"cg12586150","TCGA-EJ-7788-01",0.8322
"cg12586150","TCGA-EJ-7789-01",0.9547
"cg12586150","TCGA-EJ-7791-01",0.7874
"cg12586150","TCGA-EJ-7792-01",0.7582
"cg12586150","TCGA-EJ-7793-01",0.919
"cg12586150","TCGA-EJ-7794-01",0.8047
"cg12586150","TCGA-EJ-7797-01",0.8324
"cg12586150","TCGA-EJ-8468-01",0.8436
"cg12586150","TCGA-EJ-8469-01",0.8909
"cg12586150","TCGA-EJ-8470-01",0.8228
"cg12586150","TCGA-EJ-8472-01",0.8832
"cg12586150","TCGA-EJ-8474-01",0.9098
"cg12586150","TCGA-EJ-A46B-01",0.8557
"cg12586150","TCGA-EJ-A46D-01",0.8944
"cg12586150","TCGA-EJ-A46E-01",0.8234
"cg12586150","TCGA-EJ-A46F-01",0.9397
"cg12586150","TCGA-EJ-A46G-01",0.8391
"cg12586150","TCGA-EJ-A46H-01",0.6412
"cg12586150","TCGA-EJ-A46I-01",0.8756
"cg12586150","TCGA-EJ-A65B-01",0.74
"cg12586150","TCGA-EJ-A65D-01",0.9459
"cg12586150","TCGA-EJ-A65E-01",0.7643
"cg12586150","TCGA-EJ-A65F-01",0.9017
"cg12586150","TCGA-EJ-A65G-01",0.9178
"cg12586150","TCGA-EJ-A65J-01",0.8947
"cg12586150","TCGA-EJ-A65M-01",0.8585
"cg12586150","TCGA-EJ-A6RA-01",0.8754
"cg12586150","TCGA-EJ-A6RC-01",0.8608
"cg12586150","TCGA-EJ-A7NF-01",0.9241
"cg12586150","TCGA-EJ-A7NG-01",0.8349
"cg12586150","TCGA-EJ-A7NH-01",0.9293
"cg12586150","TCGA-EJ-A7NJ-01",0.745
"cg12586150","TCGA-EJ-A7NK-01",0.799
"cg12586150","TCGA-EJ-A7NM-01",0.7407
"cg12586150","TCGA-EJ-A7NN-01",0.4141
"cg12586150","TCGA-EJ-A8FN-01",0.7932
"cg12586150","TCGA-EJ-A8FO-01",0.8666
"cg12586150","TCGA-EJ-A8FP-01",0.8331
"cg12586150","TCGA-EJ-A8FS-01",0.9117
"cg12586150","TCGA-EJ-A8FU-01",0.7937
"cg12586150","TCGA-EJ-AB20-01",0.8422
"cg12586150","TCGA-EJ-AB27-01",0.88
"cg12586150","TCGA-FC-7708-01",0.8325
"cg12586150","TCGA-FC-7961-01",0.7616
"cg12586150","TCGA-FC-A4JI-01",0.4981
"cg12586150","TCGA-FC-A5OB-01",0.9269
"cg12586150","TCGA-FC-A66V-01",0.733
"cg12586150","TCGA-FC-A6HD-01",0.9171
"cg12586150","TCGA-FC-A8O0-01",0.8463
"cg12586150","TCGA-G9-6329-01",0.6983
"cg12586150","TCGA-G9-6332-01",0.9325
"cg12586150","TCGA-G9-6333-01",0.8737
"cg12586150","TCGA-G9-6336-01",0.8543
"cg12586150","TCGA-G9-6338-01",0.8497
"cg12586150","TCGA-G9-6339-01",0.7979
"cg12586150","TCGA-G9-6342-01",0.8445
"cg12586150","TCGA-G9-6343-01",0.9042
"cg12586150","TCGA-G9-6347-01",0.6637
"cg12586150","TCGA-G9-6348-01",0.8379
"cg12586150","TCGA-G9-6351-01",0.831
"cg12586150","TCGA-G9-6353-01",0.8128
"cg12586150","TCGA-G9-6354-01",0.8881
"cg12586150","TCGA-G9-6356-01",0.8691
"cg12586150","TCGA-G9-6361-01",0.917
"cg12586150","TCGA-G9-6362-01",0.9253
"cg12586150","TCGA-G9-6363-01",0.851
"cg12586150","TCGA-G9-6364-01",0.8878
"cg12586150","TCGA-G9-6365-01",0.7938
"cg12586150","TCGA-G9-6366-01",0.8724
"cg12586150","TCGA-G9-6367-01",0.8255
"cg12586150","TCGA-G9-6369-01",0.9164
"cg12586150","TCGA-G9-6370-01",0.7003
"cg12586150","TCGA-G9-6371-01",0.9174
"cg12586150","TCGA-G9-6373-01",0.8829
"cg12586150","TCGA-G9-6377-01",0.8569
"cg12586150","TCGA-G9-6378-01",0.8685
"cg12586150","TCGA-G9-6379-01",0.8365
"cg12586150","TCGA-G9-6384-01",0.844
"cg12586150","TCGA-G9-6385-01",0.8722
"cg12586150","TCGA-G9-6494-01",0.8447
"cg12586150","TCGA-G9-6496-01",0.9164
"cg12586150","TCGA-G9-6498-01",0.8005
"cg12586150","TCGA-G9-6499-01",0.8193
"cg12586150","TCGA-G9-7509-01",0.8823
"cg12586150","TCGA-G9-7510-01",0.8734
"cg12586150","TCGA-G9-7519-01",0.703
"cg12586150","TCGA-G9-7521-01",0.836
"cg12586150","TCGA-G9-7522-01",0.8521
"cg12586150","TCGA-G9-7523-01",0.7698
"cg12586150","TCGA-G9-7525-01",0.9137
"cg12586150","TCGA-G9-A9S0-01",0.8156
"cg12586150","TCGA-G9-A9S4-01",0.9299
"cg12586150","TCGA-G9-A9S7-01",0.8829
"cg12586150","TCGA-H9-7775-01",0.9003
"cg12586150","TCGA-H9-A6BX-01",0.7104
"cg12586150","TCGA-H9-A6BY-01",0.9097
"cg12586150","TCGA-HC-7075-01",0.9089
"cg12586150","TCGA-HC-7077-01",0.9456
"cg12586150","TCGA-HC-7078-01",0.9079
"cg12586150","TCGA-HC-7079-01",0.6523
"cg12586150","TCGA-HC-7080-01",0.9358
"cg12586150","TCGA-HC-7081-01",0.9121
"cg12586150","TCGA-HC-7209-01",0.8535
"cg12586150","TCGA-HC-7210-01",0.8098
"cg12586150","TCGA-HC-7211-01",0.9117
"cg12586150","TCGA-HC-7212-01",0.9248
"cg12586150","TCGA-HC-7213-01",0.8423
"cg12586150","TCGA-HC-7230-01",0.948
"cg12586150","TCGA-HC-7231-01",0.9093
"cg12586150","TCGA-HC-7232-01",0.8771
"cg12586150","TCGA-HC-7233-01",0.8543
"cg12586150","TCGA-HC-7736-01",0.8328
"cg12586150","TCGA-HC-7737-01",0.8185
"cg12586150","TCGA-HC-7738-01",0.9345
"cg12586150","TCGA-HC-7740-01",0.7035
"cg12586150","TCGA-HC-7742-01",0.8787
"cg12586150","TCGA-HC-7744-01",0.9031
"cg12586150","TCGA-HC-7745-01",0.8526
"cg12586150","TCGA-HC-7747-01",0.9069
"cg12586150","TCGA-HC-7748-01",0.8224
"cg12586150","TCGA-HC-7749-01",0.8539
"cg12586150","TCGA-HC-7750-01",0.8596
"cg12586150","TCGA-HC-7752-01",0.908
"cg12586150","TCGA-HC-7817-01",0.6934
"cg12586150","TCGA-HC-7818-01",0.8699
"cg12586150","TCGA-HC-7819-01",0.9314
"cg12586150","TCGA-HC-7820-01",0.9217
"cg12586150","TCGA-HC-7821-01",0.9175
"cg12586150","TCGA-HC-8213-01",0.9229
"cg12586150","TCGA-HC-8216-01",0.8189
"cg12586150","TCGA-HC-8256-01",0.9101
"cg12586150","TCGA-HC-8257-01",0.9094
"cg12586150","TCGA-HC-8258-01",0.7656
"cg12586150","TCGA-HC-8259-01",0.9428
"cg12586150","TCGA-HC-8260-01",0.7751
"cg12586150","TCGA-HC-8261-01",0.82965
"cg12586150","TCGA-HC-8262-01",0.9367
"cg12586150","TCGA-HC-8264-01",0.8852
"cg12586150","TCGA-HC-8265-01",0.765
"cg12586150","TCGA-HC-8266-01",0.8188
"cg12586150","TCGA-HC-A48F-01",0.899
"cg12586150","TCGA-HC-A4ZV-01",0.8576
"cg12586150","TCGA-HC-A631-01",0.9036
"cg12586150","TCGA-HC-A632-01",0.7575
"cg12586150","TCGA-HC-A6AL-01",0.8767
"cg12586150","TCGA-HC-A6AN-01",0.8777
"cg12586150","TCGA-HC-A6AO-01",0.8748
"cg12586150","TCGA-HC-A6AP-01",0.7776
"cg12586150","TCGA-HC-A6AQ-01",0.8784
"cg12586150","TCGA-HC-A6AS-01",0.835
"cg12586150","TCGA-HC-A6HX-01",0.7007
"cg12586150","TCGA-HC-A6HY-01",0.9285
"cg12586150","TCGA-HC-A76W-01",0.853
"cg12586150","TCGA-HC-A76X-01",0.914
"cg12586150","TCGA-HC-A8CY-01",0.9185
"cg12586150","TCGA-HC-A8D0-01",0.7931
"cg12586150","TCGA-HC-A8D1-01",0.8329
"cg12586150","TCGA-HC-A9TE-01",0.8517
"cg12586150","TCGA-HC-A9TH-01",0.8262
"cg12586150","TCGA-HI-7168-01",0.8794
"cg12586150","TCGA-HI-7169-01",0.8673
"cg12586150","TCGA-HI-7170-01",0.787
"cg12586150","TCGA-HI-7171-01",0.9102
"cg12586150","TCGA-J4-8198-01",0.8709
"cg12586150","TCGA-J4-8200-01",0.792
"cg12586150","TCGA-J4-A67K-01",0.8143
"cg12586150","TCGA-J4-A67L-01",0.8541
"cg12586150","TCGA-J4-A67M-01",0.809
"cg12586150","TCGA-J4-A67N-01",0.8851
"cg12586150","TCGA-J4-A67O-01",0.7859
"cg12586150","TCGA-J4-A67Q-01",0.705
"cg12586150","TCGA-J4-A67R-01",0.8228
"cg12586150","TCGA-J4-A67S-01",0.8774
"cg12586150","TCGA-J4-A67T-01",0.8808
"cg12586150","TCGA-J4-A6G1-01",0.6765
"cg12586150","TCGA-J4-A6G3-01",0.7716
"cg12586150","TCGA-J4-A6M7-01",0.9003
"cg12586150","TCGA-J4-A83I-01",0.9147
"cg12586150","TCGA-J4-A83J-01",0.8814
"cg12586150","TCGA-J4-A83K-01",0.9096
"cg12586150","TCGA-J4-A83L-01",0.8684
"cg12586150","TCGA-J4-A83M-01",0.9104
"cg12586150","TCGA-J4-A83N-01",0.9372
"cg12586150","TCGA-J4-AATV-01",0.7923
"cg12586150","TCGA-J4-AATZ-01",0.9225
"cg12586150","TCGA-J4-AAU2-01",0.9208
"cg12586150","TCGA-J9-A52B-01",0.8772
"cg12586150","TCGA-J9-A52C-01",0.8068
"cg12586150","TCGA-J9-A52D-01",0.9518
"cg12586150","TCGA-J9-A52E-01",0.771
"cg12586150","TCGA-J9-A8CK-01",0.8485
"cg12586150","TCGA-J9-A8CL-01",0.8001
"cg12586150","TCGA-J9-A8CM-01",0.8351
"cg12586150","TCGA-J9-A8CN-01",0.8721
"cg12586150","TCGA-J9-A8CP-01",0.839
"cg12586150","TCGA-KC-A4BL-01",0.7608
"cg12586150","TCGA-KC-A4BN-01",0.8891
"cg12586150","TCGA-KC-A4BO-01",0.7362
"cg12586150","TCGA-KC-A4BR-01",0.585
"cg12586150","TCGA-KC-A4BV-01",0.8608
"cg12586150","TCGA-KC-A7F3-01",0.8726
"cg12586150","TCGA-KC-A7F5-01",0.8841
"cg12586150","TCGA-KC-A7F6-01",0.9059
"cg12586150","TCGA-KC-A7FA-01",0.8812
"cg12586150","TCGA-KC-A7FD-01",0.9001
"cg12586150","TCGA-KC-A7FE-01",0.6178
"cg12586150","TCGA-KK-A59V-01",0.8396
"cg12586150","TCGA-KK-A59X-01",0.9194
"cg12586150","TCGA-KK-A59Y-01",0.913
"cg12586150","TCGA-KK-A59Z-01",0.8175
"cg12586150","TCGA-KK-A5A1-01",0.8686
"cg12586150","TCGA-KK-A6DY-01",0.8574
"cg12586150","TCGA-KK-A6E0-01",0.8801
"cg12586150","TCGA-KK-A6E1-01",0.8827
"cg12586150","TCGA-KK-A6E2-01",0.9245
"cg12586150","TCGA-KK-A6E3-01",0.799
"cg12586150","TCGA-KK-A6E4-01",0.865
"cg12586150","TCGA-KK-A6E5-01",0.826
"cg12586150","TCGA-KK-A6E6-01",0.849
"cg12586150","TCGA-KK-A6E7-01",0.9202
"cg12586150","TCGA-KK-A6E8-01",0.9142
"cg12586150","TCGA-KK-A7AP-01",0.9249
"cg12586150","TCGA-KK-A7AQ-01",0.9031
"cg12586150","TCGA-KK-A7AU-01",0.9297
"cg12586150","TCGA-KK-A7AV-01",0.8398
"cg12586150","TCGA-KK-A7AW-01",0.841
"cg12586150","TCGA-KK-A7AY-01",0.9159
"cg12586150","TCGA-KK-A7AZ-01",0.7463
"cg12586150","TCGA-KK-A7B0-01",0.7493
"cg12586150","TCGA-KK-A7B1-01",0.8471
"cg12586150","TCGA-KK-A7B2-01",0.8294
"cg12586150","TCGA-KK-A7B3-01",0.8786
"cg12586150","TCGA-KK-A7B4-01",0.8705
"cg12586150","TCGA-KK-A8I4-01",0.8081
"cg12586150","TCGA-KK-A8I5-01",0.912
"cg12586150","TCGA-KK-A8I6-01",0.8244
"cg12586150","TCGA-KK-A8I7-01",0.7886
"cg12586150","TCGA-KK-A8I8-01",0.9082
"cg12586150","TCGA-KK-A8I9-01",0.8681
"cg12586150","TCGA-KK-A8IA-01",0.9033
"cg12586150","TCGA-KK-A8IB-01",0.8253
"cg12586150","TCGA-KK-A8IC-01",0.7918
"cg12586150","TCGA-KK-A8ID-01",0.9386
"cg12586150","TCGA-KK-A8IF-01",0.9111
"cg12586150","TCGA-KK-A8IG-01",0.7492
"cg12586150","TCGA-KK-A8IH-01",0.8433
"cg12586150","TCGA-KK-A8II-01",0.9455
"cg12586150","TCGA-KK-A8IJ-01",0.8634
"cg12586150","TCGA-KK-A8IK-01",0.39
"cg12586150","TCGA-KK-A8IL-01",0.845
"cg12586150","TCGA-KK-A8IM-01",0.8103
"cg12586150","TCGA-M7-A71Y-01",0.8241
"cg12586150","TCGA-M7-A71Z-01",0.9183
"cg12586150","TCGA-M7-A720-01",0.7985
"cg12586150","TCGA-M7-A721-01",0.8023
"cg12586150","TCGA-M7-A722-01",0.9275
"cg12586150","TCGA-M7-A723-01",0.8998
"cg12586150","TCGA-M7-A724-01",0.9548
"cg12586150","TCGA-M7-A725-01",0.9028
"cg12586150","TCGA-MG-AAMC-01",0.9188
"cg12586150","TCGA-QU-A6IL-01",0.9083
"cg12586150","TCGA-QU-A6IM-01",0.9022
"cg12586150","TCGA-QU-A6IN-01",0.9209
"cg12586150","TCGA-QU-A6IO-01",0.862
"cg12586150","TCGA-QU-A6IP-01",0.8142
"cg12586150","TCGA-SU-A7E7-01",0.8681
"cg12586150","TCGA-TK-A8OK-01",0.8261
"cg12586150","TCGA-TP-A8TT-01",0.908
"cg12586150","TCGA-TP-A8TV-01",0.9423
"cg12586150","TCGA-V1-A8MF-01",0.7959
"cg12586150","TCGA-V1-A8MG-01",0.9123
"cg12586150","TCGA-V1-A8MJ-01",0.7543
"cg12586150","TCGA-V1-A8MK-01",0.843
"cg12586150","TCGA-V1-A8ML-01",0.9037
"cg12586150","TCGA-V1-A8MM-01",0.8753
"cg12586150","TCGA-V1-A8MU-01",0.7829
"cg12586150","TCGA-V1-A8WL-01",0.8808
"cg12586150","TCGA-V1-A8WN-01",0.8313
"cg12586150","TCGA-V1-A8WS-01",0.9218
"cg12586150","TCGA-V1-A8WV-01",0.3659
"cg12586150","TCGA-V1-A8WW-01",0.8781
"cg12586150","TCGA-V1-A8X3-01",0.8379
"cg12586150","TCGA-V1-A9O5-01",0.3895
"cg12586150","TCGA-V1-A9O7-01",0.7525
"cg12586150","TCGA-V1-A9O9-01",0.8216
"cg12586150","TCGA-V1-A9OA-01",0.8687
"cg12586150","TCGA-V1-A9OF-01",0.9263
"cg12586150","TCGA-V1-A9OH-01",0.8515
"cg12586150","TCGA-V1-A9OL-01",0.8462
"cg12586150","TCGA-V1-A9OQ-01",0.8417
"cg12586150","TCGA-V1-A9OT-01",0.8514
"cg12586150","TCGA-V1-A9OX-01",0.8281
"cg12586150","TCGA-V1-A9OY-01",0.8922
"cg12586150","TCGA-V1-A9Z7-01",0.8485
"cg12586150","TCGA-V1-A9Z8-01",0.8271
"cg12586150","TCGA-V1-A9Z9-01",0.8689
"cg12586150","TCGA-V1-A9ZG-01",0.7407
"cg12586150","TCGA-V1-A9ZI-01",0.7881
"cg12586150","TCGA-V1-A9ZK-01",0.8911
"cg12586150","TCGA-V1-A9ZR-01",0.8658
"cg12586150","TCGA-VN-A88I-01",0.644
"cg12586150","TCGA-VN-A88K-01",0.9201
"cg12586150","TCGA-VN-A88L-01",0.8716
"cg12586150","TCGA-VN-A88M-01",0.8951
"cg12586150","TCGA-VN-A88N-01",0.8524
"cg12586150","TCGA-VN-A88O-01",0.8891
"cg12586150","TCGA-VN-A88P-01",0.8797
"cg12586150","TCGA-VN-A88Q-01",0.8564
"cg12586150","TCGA-VN-A88R-01",0.9269
"cg12586150","TCGA-VN-A943-01",0.9435
"cg12586150","TCGA-VP-A872-01",0.8203
"cg12586150","TCGA-VP-A875-01",0.9356
"cg12586150","TCGA-VP-A876-01",0.9258
"cg12586150","TCGA-VP-A878-01",0.832
"cg12586150","TCGA-VP-A879-01",0.8789
"cg12586150","TCGA-VP-A87B-01",0.9114
"cg12586150","TCGA-VP-A87C-01",0.7404
"cg12586150","TCGA-VP-A87D-01",0.9138
"cg12586150","TCGA-VP-A87E-01",0.7457
"cg12586150","TCGA-VP-A87H-01",0.8225
"cg12586150","TCGA-VP-A87J-01",0.9149
"cg12586150","TCGA-VP-A87K-01",0.9148
"cg12586150","TCGA-VP-AA1N-01",0.7619
"cg12586150","TCGA-WW-A8ZI-01",0.9522
"cg12586150","TCGA-X4-A8KQ-01",0.6918
"cg12586150","TCGA-X4-A8KS-01",0.7727
"cg12586150","TCGA-XA-A8JR-01",0.811
"cg12586150","TCGA-XJ-A83F-01",0.8846
"cg12586150","TCGA-XJ-A83G-01",0.9152
"cg12586150","TCGA-XJ-A83H-01",0.8979
"cg12586150","TCGA-XJ-A9DI-01",0.7995
"cg12586150","TCGA-XJ-A9DK-01",0.8048
"cg12586150","TCGA-XJ-A9DQ-01",0.8543
"cg12586150","TCGA-XJ-A9DX-01",0.9022
"cg12586150","TCGA-XK-AAIR-01",0.7657
"cg12586150","TCGA-XK-AAIV-01",0.5352
"cg12586150","TCGA-XK-AAIW-01",0.8014
"cg12586150","TCGA-XK-AAJ3-01",0.899
"cg12586150","TCGA-XK-AAJA-01",0.8891
"cg12586150","TCGA-XK-AAJP-01",0.9172
"cg12586150","TCGA-XK-AAJR-01",0.8613
"cg12586150","TCGA-XK-AAJT-01",0.892
"cg12586150","TCGA-XK-AAJU-01",0.7922
"cg12586150","TCGA-XK-AAK1-01",0.9037
"cg12586150","TCGA-XQ-A8TA-01",0.9034
"cg12586150","TCGA-XQ-A8TB-01",0.8558
"cg12586150","TCGA-Y6-A8TL-01",0.8883
"cg12586150","TCGA-Y6-A9XI-01",0.8828
"cg12586150","TCGA-YJ-A8SW-01",0.8777
"cg12586150","TCGA-YL-A8HJ-01",0.7621
"cg12586150","TCGA-YL-A8HK-01",0.7929
"cg12586150","TCGA-YL-A8HL-01",0.8869
"cg12586150","TCGA-YL-A8HM-01",0.8279
"cg12586150","TCGA-YL-A8HO-01",0.7805
"cg12586150","TCGA-YL-A8S8-01",0.8756
"cg12586150","TCGA-YL-A8S9-01",0.9439
"cg12586150","TCGA-YL-A8SA-01",0.9114
"cg12586150","TCGA-YL-A8SB-01",0.7848
"cg12586150","TCGA-YL-A8SC-01",0.8401
"cg12586150","TCGA-YL-A8SF-01",0.8996
"cg12586150","TCGA-YL-A8SH-01",0.8807
"cg12586150","TCGA-YL-A8SI-01",0.7246
"cg12586150","TCGA-YL-A8SJ-01",0.695
"cg12586150","TCGA-YL-A8SK-01",0.6944
"cg12586150","TCGA-YL-A8SL-01",0.9116
"cg12586150","TCGA-YL-A8SO-01",0.8422
"cg12586150","TCGA-YL-A8SP-01",0.9219
"cg12586150","TCGA-YL-A8SQ-01",0.8704
"cg12586150","TCGA-YL-A8SR-01",0.9007
"cg12586150","TCGA-YL-A9WH-01",0.8859
"cg12586150","TCGA-YL-A9WI-01",0.8923
"cg12586150","TCGA-YL-A9WJ-01",0.8409
"cg12586150","TCGA-YL-A9WK-01",0.708
"cg12586150","TCGA-YL-A9WL-01",0.9089
"cg12586150","TCGA-YL-A9WX-01",0.7614
"cg12586150","TCGA-YL-A9WY-01",0.609
"cg12586150","TCGA-ZG-A8QW-01",0.7706
"cg12586150","TCGA-ZG-A8QX-01",0.7211
"cg12586150","TCGA-ZG-A8QY-01",0.8455
"cg12586150","TCGA-ZG-A8QZ-01",0.7908
"cg12586150","TCGA-ZG-A9KY-01",0.9041
"cg12586150","TCGA-ZG-A9L0-01",0.8782
"cg12586150","TCGA-ZG-A9L1-01",0.7778
"cg12586150","TCGA-ZG-A9L2-01",0.7525
"cg12586150","TCGA-ZG-A9L4-01",0.743
"cg12586150","TCGA-ZG-A9L5-01",0.9143
"cg12586150","TCGA-ZG-A9L6-01",0.8412
"cg12586150","TCGA-ZG-A9L9-01",0.8076
"cg12586150","TCGA-ZG-A9LB-01",0.8296
"cg12586150","TCGA-ZG-A9LM-01",0.9083
"cg12586150","TCGA-ZG-A9LN-01",0.7258
"cg12586150","TCGA-ZG-A9LS-01",0.8005
"cg12586150","TCGA-ZG-A9LU-01",0.7718
"cg12586150","TCGA-ZG-A9LY-01",0.8204
"cg12586150","TCGA-ZG-A9LZ-01",0.7919
"cg12586150","TCGA-ZG-A9M4-01",0.8804
"cg12586150","TCGA-ZG-A9MC-01",0.8068
"cg12586150","TCGA-ZG-A9N3-01",0.5295
"cg12586150","TCGA-ZG-A9ND-01",0.9156
"cg12586150","TCGA-ZG-A9NI-01",0.9322
"cg08542865","TCGA-2A-A8VL-01",0.5671
"cg08542865","TCGA-2A-A8VO-01",0.8251
"cg08542865","TCGA-2A-A8VT-01",0.6113
"cg08542865","TCGA-2A-A8VV-01",0.8226
"cg08542865","TCGA-2A-A8VX-01",0.8622
"cg08542865","TCGA-2A-A8W1-01",0.9363
"cg08542865","TCGA-2A-A8W3-01",0.5879
"cg08542865","TCGA-2A-AAYF-01",0.8015
"cg08542865","TCGA-2A-AAYO-01",0.7554
"cg08542865","TCGA-2A-AAYU-01",0.7809
"cg08542865","TCGA-4L-AA1F-01",0.4751
"cg08542865","TCGA-CH-5737-01",0.858
"cg08542865","TCGA-CH-5738-01",0.608
"cg08542865","TCGA-CH-5739-01",0.7123
"cg08542865","TCGA-CH-5740-01",0.6934
"cg08542865","TCGA-CH-5741-01",0.8144
"cg08542865","TCGA-CH-5743-01",0.0696
"cg08542865","TCGA-CH-5744-01",0.6189
"cg08542865","TCGA-CH-5745-01",0.6827
"cg08542865","TCGA-CH-5746-01",0.5126
"cg08542865","TCGA-CH-5748-01",0.6852
"cg08542865","TCGA-CH-5750-01",0.7534
"cg08542865","TCGA-CH-5751-01",0.6346
"cg08542865","TCGA-CH-5752-01",0.7615
"cg08542865","TCGA-CH-5753-01",0.7617
"cg08542865","TCGA-CH-5754-01",0.5152
"cg08542865","TCGA-CH-5761-01",0.7194
"cg08542865","TCGA-CH-5762-01",0.5578
"cg08542865","TCGA-CH-5763-01",0.2258
"cg08542865","TCGA-CH-5764-01",0.6161
"cg08542865","TCGA-CH-5765-01",0.755
"cg08542865","TCGA-CH-5766-01",0.5998
"cg08542865","TCGA-CH-5767-01",0.7998
"cg08542865","TCGA-CH-5768-01",0.7855
"cg08542865","TCGA-CH-5769-01",0.6585
"cg08542865","TCGA-CH-5771-01",0.4413
"cg08542865","TCGA-CH-5772-01",0.7267
"cg08542865","TCGA-CH-5788-01",0.8437
"cg08542865","TCGA-CH-5789-01",0.2505
"cg08542865","TCGA-CH-5790-01",0.7952
"cg08542865","TCGA-CH-5791-01",0.6866
"cg08542865","TCGA-CH-5792-01",0.6191
"cg08542865","TCGA-CH-5794-01",0.6725
"cg08542865","TCGA-EJ-5494-01",0.7743
"cg08542865","TCGA-EJ-5495-01",0.4735
"cg08542865","TCGA-EJ-5496-01",0.6232
"cg08542865","TCGA-EJ-5497-01",0.5928
"cg08542865","TCGA-EJ-5498-01",0.2732
"cg08542865","TCGA-EJ-5499-01",0.5411
"cg08542865","TCGA-EJ-5501-01",0.5308
"cg08542865","TCGA-EJ-5502-01",0.5827
"cg08542865","TCGA-EJ-5503-01",0.1497
"cg08542865","TCGA-EJ-5504-01",0.6706
"cg08542865","TCGA-EJ-5505-01",0.594
"cg08542865","TCGA-EJ-5506-01",0.3644
"cg08542865","TCGA-EJ-5507-01",0.7111
"cg08542865","TCGA-EJ-5508-01",0.5775
"cg08542865","TCGA-EJ-5509-01",0.5773
"cg08542865","TCGA-EJ-5510-01",0.4678
"cg08542865","TCGA-EJ-5511-01",0.8241
"cg08542865","TCGA-EJ-5512-01",0.5232
"cg08542865","TCGA-EJ-5514-01",0.6888
"cg08542865","TCGA-EJ-5515-01",0.2808
"cg08542865","TCGA-EJ-5516-01",0.4876
"cg08542865","TCGA-EJ-5517-01",0.5871
"cg08542865","TCGA-EJ-5518-01",0.5728
"cg08542865","TCGA-EJ-5519-01",0.7184
"cg08542865","TCGA-EJ-5521-01",0.6453
"cg08542865","TCGA-EJ-5522-01",0.444
